# S_vals   V_full,   V_ht,   V_zero
3.3083083083e+00 2.3957919106e-01 -1.6217472620e-01 2.3962745784e-01
3.3133133133e+00 2.4173857737e-01 -1.6296057562e-01 2.4178724695e-01
3.3183183183e+00 2.4391206464e-01 -1.6374905917e-01 2.4396112057e-01
3.3233233233e+00 2.4609971223e-01 -1.6454018186e-01 2.4614914068e-01
3.3283283283e+00 2.4830157954e-01 -1.6533394874e-01 2.4835136937e-01
3.3333333333e+00 2.5051772917e-01 -1.6613036482e-01 2.5056786892e-01
3.3383383383e+00 2.5274823820e-01 -1.6692943514e-01 2.5279870172e-01
3.3433433433e+00 2.5499314508e-01 -1.6773116475e-01 2.5504393034e-01
3.3483483483e+00 2.5725253474e-01 -1.6853555867e-01 2.5730361750e-01
3.3533533534e+00 2.5952645228e-01 -1.6934262196e-01 2.5957782607e-01
3.3583583584e+00 2.6181497566e-01 -1.7015235965e-01 2.6186661907e-01
3.3633633634e+00 2.6411815455e-01 -1.7096477680e-01 2.6417005967e-01
3.3683683684e+00 2.6643606284e-01 -1.7177987846e-01 2.6648821119e-01
3.3733733734e+00 2.6876875907e-01 -1.7259766968e-01 2.6882113713e-01
3.3783783784e+00 2.7111629946e-01 -1.7341815552e-01 2.7116890110e-01
3.3833833834e+00 2.7347877075e-01 -1.7424134105e-01 2.7353156690e-01
3.3883883884e+00 2.7585621470e-01 -1.7506723132e-01 2.7590919845e-01
3.3933933934e+00 2.7824870325e-01 -1.7589583140e-01 2.7830185986e-01
3.3983983984e+00 2.8065630111e-01 -1.7672714636e-01 2.8070961537e-01
3.4034034034e+00 2.8307907067e-01 -1.7756118128e-01 2.8313252937e-01
3.4084084084e+00 2.8551707114e-01 -1.7839794123e-01 2.8557066642e-01
3.4134134134e+00 2.8797038663e-01 -1.7923743129e-01 2.8802409121e-01
3.4184184184e+00 2.9043906006e-01 -1.8007965654e-01 2.9049286861e-01
3.4234234234e+00 2.9292316176e-01 -1.8092462206e-01 2.9297706362e-01
3.4284284284e+00 2.9542277483e-01 -1.8177233295e-01 2.9547674142e-01
3.4334334334e+00 2.9793794393e-01 -1.8262279428e-01 2.9799196732e-01
3.4384384384e+00 3.0046873813e-01 -1.8347601117e-01 3.0052280679e-01
3.4434434434e+00 3.0301522428e-01 -1.8433198870e-01 3.0306932546e-01
3.4484484484e+00 3.0557747376e-01 -1.8519073197e-01 3.0563158912e-01
3.4534534535e+00 3.0815554725e-01 -1.8605224609e-01 3.0820966368e-01
3.4584584585e+00 3.1074951374e-01 -1.8691653615e-01 3.1080361525e-01
3.4634634635e+00 3.1335943657e-01 -1.8778360728e-01 3.1341351007e-01
3.4684684685e+00 3.1598538285e-01 -1.8865346458e-01 3.1603941453e-01
3.4734734735e+00 3.1862741971e-01 -1.8952611316e-01 3.1868139518e-01
3.4784784785e+00 3.2128561219e-01 -1.9040155814e-01 3.2133951874e-01
3.4834834835e+00 3.2396002804e-01 -1.9127980465e-01 3.2401385206e-01
3.4884884885e+00 3.2665074104e-01 -1.9216085780e-01 3.2670446216e-01
3.4934934935e+00 3.2935781019e-01 -1.9304472272e-01 3.2941141621e-01
3.4984984985e+00 3.3208130195e-01 -1.9393140455e-01 3.3213478154e-01
3.5035035035e+00 3.3482128566e-01 -1.9482090841e-01 3.3487462562e-01
3.5085085085e+00 3.3757783626e-01 -1.9571323944e-01 3.3763101610e-01
3.5135135135e+00 3.4035101061e-01 -1.9660840277e-01 3.4040402075e-01
3.5185185185e+00 3.4314088129e-01 -1.9750640355e-01 3.4319370753e-01
3.5235235235e+00 3.4594751629e-01 -1.9840724693e-01 3.4600014455e-01
3.5285285285e+00 3.4877098962e-01 -1.9931093805e-01 3.4882340004e-01
3.5335335335e+00 3.5161135934e-01 -2.0021748205e-01 3.5166354244e-01
3.5385385385e+00 3.5446869586e-01 -2.0112688410e-01 3.5452064029e-01
3.5435435435e+00 3.5734307129e-01 -2.0203914935e-01 3.5739476234e-01
3.5485485485e+00 3.6023456022e-01 -2.0295428295e-01 3.6028597745e-01
3.5535535536e+00 3.6314322212e-01 -2.0387229008e-01 3.6319435466e-01
3.5585585586e+00 3.6606912859e-01 -2.0479317589e-01 3.6611996317e-01
3.5635635636e+00 3.6901235138e-01 -2.0571694555e-01 3.6906287231e-01
3.5685685686e+00 3.7197295443e-01 -2.0664360424e-01 3.7202315159e-01
3.5735735736e+00 3.7495101678e-01 -2.0757315713e-01 3.7500087067e-01
3.5785785786e+00 3.7794659886e-01 -2.0850560939e-01 3.7799609937e-01
3.5835835836e+00 3.8095977600e-01 -2.0944096621e-01 3.8100890765e-01
3.5885885886e+00 3.8399061274e-01 -2.1037923277e-01 3.8403936564e-01
3.5935935936e+00 3.8703918924e-01 -2.1132041425e-01 3.8708754363e-01
3.5985985986e+00 3.9010556845e-01 -2.1226451584e-01 3.9015351205e-01
3.6036036036e+00 3.9318982377e-01 -2.1321154274e-01 3.9323734151e-01
3.6086086086e+00 3.9629202454e-01 -2.1416150013e-01 3.9633910275e-01
3.6136136136e+00 3.9941224038e-01 -2.1511439323e-01 3.9945886669e-01
3.6186186186e+00 4.0255054268e-01 -2.1607022722e-01 4.0259670440e-01
3.6236236236e+00 4.0570700457e-01 -2.1702900732e-01 4.0575268710e-01
3.6286286286e+00 4.0888169954e-01 -2.1799073872e-01 4.0892688616e-01
3.6336336336e+00 4.1207469648e-01 -2.1895542664e-01 4.1211937314e-01
3.6386386386e+00 4.1528606421e-01 -2.1992307630e-01 4.1533021971e-01
3.6436436436e+00 4.1851587832e-01 -2.2089369290e-01 4.1855949775e-01
3.6486486486e+00 4.2176420848e-01 -2.2186728166e-01 4.2180727925e-01
3.6536536537e+00 4.2503113058e-01 -2.2284384782e-01 4.2507363639e-01
3.6586586587e+00 4.2831671286e-01 -2.2382339658e-01 4.2835864149e-01
3.6636636637e+00 4.3162102987e-01 -2.2480593319e-01 4.3166236702e-01
3.6686686687e+00 4.3494415280e-01 -2.2579146287e-01 4.3498488564e-01
3.6736736737e+00 4.3828615538e-01 -2.2677999085e-01 4.3832627015e-01
3.6786786787e+00 4.4164711002e-01 -2.2777152237e-01 4.4168659348e-01
3.6836836837e+00 4.4502709109e-01 -2.2876606267e-01 4.4506592877e-01
3.6886886887e+00 4.4842616918e-01 -2.2976361699e-01 4.4846434928e-01
3.6936936937e+00 4.5184442328e-01 -2.3076419058e-01 4.5188192844e-01
3.6986986987e+00 4.5528191988e-01 -2.3176778869e-01 4.5531873984e-01
3.7037037037e+00 4.5873873240e-01 -2.3277441657e-01 4.5877485723e-01
3.7087087087e+00 4.6221494798e-01 -2.3378407946e-01 4.6225035450e-01
3.7137137137e+00 4.6571062445e-01 -2.3479678264e-01 4.6574530573e-01
3.7187187187e+00 4.6922584369e-01 -2.3581253136e-01 4.6925978513e-01
3.7237237237e+00 4.7276067813e-01 -2.3683133088e-01 4.7279386708e-01
3.7287287287e+00 4.7631520249e-01 -2.3785318647e-01 4.7634762613e-01
3.7337337337e+00 4.7988949661e-01 -2.3887810341e-01 4.7992113697e-01
3.7387387387e+00 4.8348362547e-01 -2.3990608695e-01 4.8351447445e-01
3.7437437437e+00 4.8709766985e-01 -2.4093714238e-01 4.8712771358e-01
3.7487487487e+00 4.9073170286e-01 -2.4197127497e-01 4.9076092956e-01
3.7537537538e+00 4.9438580635e-01 -2.4300849002e-01 4.9441419769e-01
3.7587587588e+00 4.9806004699e-01 -2.4404879279e-01 4.9808759349e-01
3.7637637638e+00 5.0175450455e-01 -2.4509218858e-01 5.0178119259e-01
3.7687687688e+00 5.0546925124e-01 -2.4613868268e-01 5.0549507081e-01
3.7737737738e+00 5.0920437142e-01 -2.4718828038e-01 5.0922930411e-01
3.7787787788e+00 5.1295993144e-01 -2.4824098698e-01 5.1298396863e-01
3.7837837838e+00 5.1673601661e-01 -2.4929680778e-01 5.1675914066e-01
3.7887887888e+00 5.2053269250e-01 -2.5035574807e-01 5.2055489663e-01
3.7937937938e+00 5.2435004677e-01 -2.5141781317e-01 5.2437131317e-01
3.7987987988e+00 5.2818814773e-01 -2.5248300838e-01 5.2820846703e-01
3.8038038038e+00 5.3204707795e-01 -2.5355133902e-01 5.3206643515e-01
3.8088088088e+00 5.3592691051e-01 -2.5462281039e-01 5.3594529460e-01
3.8138138138e+00 5.3982772513e-01 -2.5569742781e-01 5.3984512264e-01
3.8188188188e+00 5.4374959606e-01 -2.5677519661e-01 5.4376599667e-01
3.8238238238e+00 5.4769260696e-01 -2.5785612211e-01 5.4770799426e-01
3.8288288288e+00 5.5165682397e-01 -2.5894020963e-01 5.5167119314e-01
3.8338338338e+00 5.5564233319e-01 -2.6002746451e-01 5.5565567119e-01
3.8388388388e+00 5.5964922689e-01 -2.6111789207e-01 5.5966150647e-01
3.8438438438e+00 5.6367754693e-01 -2.6221149764e-01 5.6368877717e-01
3.8488488488e+00 5.6772741207e-01 -2.6330828658e-01 5.6773756166e-01
3.8538538539e+00 5.7179887812e-01 -2.6440826421e-01 5.7180793848e-01
3.8588588589e+00 5.7589201271e-01 -2.6551143588e-01 5.7589998632e-01
3.8638638639e+00 5.8000692669e-01 -2.6661780694e-01 5.8001378402e-01
3.8688688689e+00 5.8414367786e-01 -2.6772738274e-01 5.8414941060e-01
3.8738738739e+00 5.8830234797e-01 -2.6884016864e-01 5.8830694522e-01
3.8788788789e+00 5.9248301281e-01 -2.6995616998e-01 5.9248646723e-01
3.8838838839e+00 5.9668574979e-01 -2.7107539212e-01 5.9668805610e-01
3.8888888889e+00 6.0091066303e-01 -2.7219784043e-01 6.0091179151e-01
3.8938938939e+00 6.0515780373e-01 -2.7332352028e-01 6.0515775326e-01
3.8988988989e+00 6.0942726542e-01 -2.7445243702e-01 6.0942602133e-01
3.9039039039e+00 6.1371912638e-01 -2.7558459604e-01 6.1371667586e-01
3.9089089089e+00 6.1803345855e-01 -2.7672000269e-01 6.1802979715e-01
3.9139139139e+00 6.2237035548e-01 -2.7785866237e-01 6.2236546566e-01
3.9189189189e+00 6.2672989144e-01 -2.7900058046e-01 6.2672376201e-01
3.9239239239e+00 6.3111214619e-01 -2.8014576232e-01 6.3110476699e-01
3.9289289289e+00 6.3551720039e-01 -2.8129421335e-01 6.3550856154e-01
3.9339339339e+00 6.3994513804e-01 -2.8244593894e-01 6.3993522678e-01
3.9389389389e+00 6.4439602816e-01 -2.8360094448e-01 6.4438484396e-01
3.9439439439e+00 6.4886997698e-01 -2.8475923536e-01 6.4885749453e-01
3.9489489489e+00 6.5336705025e-01 -2.8592081698e-01 6.5335326007e-01
3.9539539540e+00 6.5788732789e-01 -2.8708569475e-01 6.5787222234e-01
3.9589589590e+00 6.6243089784e-01 -2.8825387406e-01 6.6241446325e-01
3.9639639640e+00 6.6699783649e-01 -2.8942536031e-01 6.6698006490e-01
3.9689689690e+00 6.7158822553e-01 -2.9060015894e-01 6.7156910951e-01
3.9739739740e+00 6.7620215584e-01 -2.9177827533e-01 6.7618167950e-01
3.9789789790e+00 6.8083970124e-01 -2.9295971491e-01 6.8081785743e-01
3.9839839840e+00 6.8550094859e-01 -2.9414448310e-01 6.8547772603e-01
3.9889889890e+00 6.9018597777e-01 -2.9533258531e-01 6.9016136819e-01
3.9939939940e+00 6.9489488318e-01 -2.9652402698e-01 6.9486886697e-01
3.9989989990e+00 6.9962773344e-01 -2.9771881353e-01 6.9960030558e-01
4.0040040040e+00 7.0438461104e-01 -2.9891695039e-01 7.0435576740e-01
4.0090090090e+00 7.0916560285e-01 -3.0011844299e-01 7.0913533598e-01
4.0140140140e+00 7.1397080823e-01 -3.0132329677e-01 7.1393909502e-01
4.0190190190e+00 7.1880028902e-01 -3.0253151717e-01 7.1876712838e-01
4.0240240240e+00 7.2365414407e-01 -3.0374310963e-01 7.2361952011e-01
4.0290290290e+00 7.2853244784e-01 -3.0495807960e-01 7.2849635440e-01
4.0340340340e+00 7.3343529034e-01 -3.0617643252e-01 7.3339771560e-01
4.0390390390e+00 7.3836273784e-01 -3.0739817385e-01 7.3832368824e-01
4.0440440440e+00 7.4331491583e-01 -3.0862330903e-01 7.4327435699e-01
4.0490490490e+00 7.4829187217e-01 -3.0985184354e-01 7.4824980672e-01
4.0540540541e+00 7.5329370471e-01 -3.1108378281e-01 7.5325012242e-01
4.0590590591e+00 7.5832049571e-01 -3.1231913233e-01 7.5827538928e-01
4.0640640641e+00 7.6337233426e-01 -3.1355789756e-01 7.6332569263e-01
4.0690690691e+00 7.6844930275e-01 -3.1480008396e-01 7.6840111799e-01
4.0740740741e+00 7.7355148730e-01 -3.1604569700e-01 7.7350175100e-01
4.0790790791e+00 7.7867897517e-01 -3.1729474217e-01 7.7862767751e-01
4.0840840841e+00 7.8383184450e-01 -3.1854722494e-01 7.8377898350e-01
4.0890890891e+00 7.8901019914e-01 -3.1980315079e-01 7.8895575514e-01
4.0940940941e+00 7.9421410673e-01 -3.2106252520e-01 7.9415807875e-01
4.0990990991e+00 7.9944366577e-01 -3.2232535367e-01 7.9938604081e-01
4.1041041041e+00 8.0469895431e-01 -3.2359164167e-01 8.0463972798e-01
4.1091091091e+00 8.0998006001e-01 -3.2486139471e-01 8.0991922707e-01
4.1141141141e+00 8.1528707642e-01 -3.2613461828e-01 8.1522462506e-01
4.1191191191e+00 8.2062008850e-01 -3.2741131788e-01 8.2055600909e-01
4.1241241241e+00 8.2597917865e-01 -3.2869149901e-01 8.2591346647e-01
4.1291291291e+00 8.3136443254e-01 -3.2997516718e-01 8.3129708467e-01
4.1341341341e+00 8.3677595022e-01 -3.3126232789e-01 8.3670695134e-01
4.1391391391e+00 8.4221379826e-01 -3.3255298665e-01 8.4214315427e-01
4.1441441441e+00 8.4767809454e-01 -3.3384714898e-01 8.4760578143e-01
4.1491491491e+00 8.5316890460e-01 -3.3514482040e-01 8.5309492096e-01
4.1541541542e+00 8.5868632212e-01 -3.3644600641e-01 8.5861066114e-01
4.1591591592e+00 8.6423043414e-01 -3.3775071256e-01 8.6415309044e-01
4.1641641642e+00 8.6980132185e-01 -3.3905894436e-01 8.6972229749e-01
4.1691691692e+00 8.7539910200e-01 -3.4037070734e-01 8.7531837109e-01
4.1741741742e+00 8.8102383099e-01 -3.4168600703e-01 8.8094140018e-01
4.1791791792e+00 8.8667561293e-01 -3.4300484897e-01 8.8659147389e-01
4.1841841842e+00 8.9235453667e-01 -3.4432723870e-01 8.9226868150e-01
4.1891891892e+00 8.9806068699e-01 -3.4565318174e-01 8.9797311248e-01
4.1941941942e+00 9.0379416135e-01 -3.4698268366e-01 9.0370485644e-01
4.1991991992e+00 9.0955502075e-01 -3.4831575000e-01 9.0946400316e-01
4.2042042042e+00 9.1534341038e-01 -3.4965238630e-01 9.1525064259e-01
4.2092092092e+00 9.2115938295e-01 -3.5099259811e-01 9.2106486485e-01
4.2142142142e+00 9.2700300840e-01 -3.5233639100e-01 9.2690676023e-01
4.2192192192e+00 9.3287442817e-01 -3.5368377052e-01 9.3277641916e-01
4.2242242242e+00 9.3877370005e-01 -3.5503474224e-01 9.3867393227e-01
4.2292292292e+00 9.4470092877e-01 -3.5638931171e-01 9.4459939032e-01
4.2342342342e+00 9.5065618275e-01 -3.5774748450e-01 9.5055288427e-01
4.2392392392e+00 9.5663957718e-01 -3.5910926619e-01 9.5653450523e-01
4.2442442442e+00 9.6265118404e-01 -3.6047466235e-01 9.6254434447e-01
4.2492492492e+00 9.6869111731e-01 -3.6184367855e-01 9.6858249344e-01
4.2542542543e+00 9.7475945027e-01 -3.6321632037e-01 9.7464904375e-01
4.2592592593e+00 9.8085628183e-01 -3.6459259340e-01 9.8074408717e-01
4.2642642643e+00 9.8698170095e-01 -3.6597250323e-01 9.8686771566e-01
4.2692692693e+00 9.9313580372e-01 -3.6735605543e-01 9.9302002130e-01
4.2742742743e+00 9.9931867422e-01 -3.6874325560e-01 9.9920109640e-01
4.2792792793e+00 1.0055304027e+00 -3.7013410934e-01 1.0054110334e+00
4.2842842843e+00 1.0117710970e+00 -3.7152862224e-01 1.0116499249e+00
4.2892892893e+00 1.0180408498e+00 -3.7292679990e-01 1.0179178636e+00
4.2942942943e+00 1.0243397337e+00 -3.7432864793e-01 1.0242149426e+00
4.2992992993e+00 1.0306678502e+00 -3.7573417192e-01 1.0305412548e+00
4.3043043043e+00 1.0370252975e+00 -3.7714337750e-01 1.0368968937e+00
4.3093093093e+00 1.0434121771e+00 -3.7855627027e-01 1.0432819527e+00
4.3143143143e+00 1.0498285558e+00 -3.7997285585e-01 1.0496965253e+00
4.3193193193e+00 1.0562745579e+00 -3.8139313986e-01 1.0561407053e+00
4.3243243243e+00 1.0627502556e+00 -3.8281712791e-01 1.0626145867e+00
4.3293293293e+00 1.0692557514e+00 -3.8424482563e-01 1.0691182636e+00
4.3343343343e+00 1.0757911270e+00 -3.8567623865e-01 1.0756518303e+00
4.3393393393e+00 1.0823565011e+00 -3.8711137259e-01 1.0822153812e+00
4.3443443443e+00 1.0889519423e+00 -3.8855023310e-01 1.0888090110e+00
4.3493493493e+00 1.0955775773e+00 -3.8999282580e-01 1.0954328144e+00
4.3543543544e+00 1.1022334605e+00 -3.9143915634e-01 1.1020868863e+00
4.3593593594e+00 1.1089197186e+00 -3.9288923036e-01 1.1087713220e+00
4.3643643644e+00 1.1156364234e+00 -3.9434305349e-01 1.1154862166e+00
4.3693693694e+00 1.1223836917e+00 -3.9580063140e-01 1.1222316656e+00
4.3743743744e+00 1.1291615952e+00 -3.9726196973e-01 1.1290077647e+00
4.3793793794e+00 1.1359702623e+00 -3.9872707413e-01 1.1358146097e+00
4.3843843844e+00 1.1428097562e+00 -4.0019595026e-01 1.1426522965e+00
4.3893893894e+00 1.1496801861e+00 -4.0166860379e-01 1.1495209212e+00
4.3943943944e+00 1.1565816507e+00 -4.0314504037e-01 1.1564205801e+00
4.3993993994e+00 1.1635142437e+00 -4.0462526566e-01 1.1633513697e+00
4.4044044044e+00 1.1704780576e+00 -4.0610928535e-01 1.1703133867e+00
4.4094094094e+00 1.1774732002e+00 -4.0759710509e-01 1.1773067277e+00
4.4144144144e+00 1.1844997504e+00 -4.0908873057e-01 1.1843314899e+00
4.4194194194e+00 1.1915578168e+00 -4.1058416747e-01 1.1913877702e+00
4.4244244244e+00 1.1986474977e+00 -4.1208342145e-01 1.1984756661e+00
4.4294294294e+00 1.2057688848e+00 -4.1358649821e-01 1.2055952751e+00
4.4344344344e+00 1.2129220713e+00 -4.1509340343e-01 1.2127466946e+00
4.4394394394e+00 1.2201071644e+00 -4.1660414281e-01 1.2199300227e+00
4.4444444444e+00 1.2273242687e+00 -4.1811872203e-01 1.2271453571e+00
4.4494494494e+00 1.2345734588e+00 -4.1963714679e-01 1.2343927962e+00
4.4544544545e+00 1.2418548532e+00 -4.2115942279e-01 1.2416724382e+00
4.4594594595e+00 1.2491685394e+00 -4.2268555573e-01 1.2489843815e+00
4.4644644645e+00 1.2565146118e+00 -4.2421555131e-01 1.2563287250e+00
4.4694694695e+00 1.2638931847e+00 -4.2574941525e-01 1.2637055673e+00
4.4744744745e+00 1.2713043403e+00 -4.2728715325e-01 1.2711150075e+00
4.4794794795e+00 1.2787481827e+00 -4.2882877103e-01 1.2785571447e+00
4.4844844845e+00 1.2862248148e+00 -4.3037427430e-01 1.2860320783e+00
4.4894894895e+00 1.2937343336e+00 -4.3192366878e-01 1.2935399078e+00
4.4944944945e+00 1.3012768374e+00 -4.3347696019e-01 1.3010807328e+00
4.4994994995e+00 1.3088524161e+00 -4.3503415426e-01 1.3086546533e+00
4.5045045045e+00 1.3164611869e+00 -4.3659525672e-01 1.3162617691e+00
4.5095095095e+00 1.3241032468e+00 -4.3816027330e-01 1.3239021806e+00
4.5145145145e+00 1.3317786801e+00 -4.3972920974e-01 1.3315759880e+00
4.5195195195e+00 1.3394876035e+00 -4.4130207176e-01 1.3392832918e+00
4.5245245245e+00 1.3472301057e+00 -4.4287886512e-01 1.3470241928e+00
4.5295295295e+00 1.3550062842e+00 -4.4445959555e-01 1.3547987918e+00
4.5345345345e+00 1.3628162496e+00 -4.4604426879e-01 1.3626071899e+00
4.5395395395e+00 1.3706601033e+00 -4.4763289061e-01 1.3704494882e+00
4.5445445445e+00 1.3785379374e+00 -4.4922546675e-01 1.3783257882e+00
4.5495495495e+00 1.3864498627e+00 -4.5082200297e-01 1.3862361913e+00
4.5545545546e+00 1.3943959674e+00 -4.5242250502e-01 1.3941807993e+00
4.5595595596e+00 1.4023763501e+00 -4.5402697866e-01 1.4021597141e+00
4.5645645646e+00 1.4103911222e+00 -4.5563542967e-01 1.4101730376e+00
4.5695695696e+00 1.4184403951e+00 -4.5724786380e-01 1.4182208723e+00
4.5745745746e+00 1.4265242419e+00 -4.5886428683e-01 1.4263033203e+00
4.5795795796e+00 1.4346427807e+00 -4.6048470453e-01 1.4344204844e+00
4.5845845846e+00 1.4427961191e+00 -4.6210912267e-01 1.4425724672e+00
4.5895895896e+00 1.4509843335e+00 -4.6373754704e-01 1.4507593716e+00
4.5945945946e+00 1.4592075348e+00 -4.6536998342e-01 1.4589813008e+00
4.5995995996e+00 1.4674658315e+00 -4.6700643759e-01 1.4672383579e+00
4.6046046046e+00 1.4757593145e+00 -4.6864691533e-01 1.4755306464e+00
4.6096096096e+00 1.4840880759e+00 -4.7029142245e-01 1.4838582699e+00
4.6146146146e+00 1.4924522035e+00 -4.7193996473e-01 1.4922213322e+00
4.6196196196e+00 1.5008517804e+00 -4.7359254798e-01 1.5006199371e+00
4.6246246246e+00 1.5092868737e+00 -4.7524917798e-01 1.5090541888e+00
4.6296296296e+00 1.5177576932e+00 -4.7690986055e-01 1.5175241915e+00
4.6346346346e+00 1.5262643960e+00 -4.7857460148e-01 1.5260300498e+00
4.6396396396e+00 1.5348070457e+00 -4.8024340660e-01 1.5345718681e+00
4.6446446446e+00 1.5433857491e+00 -4.8191628170e-01 1.5431497514e+00
4.6496496496e+00 1.5520006505e+00 -4.8359323261e-01 1.5517638045e+00
4.6546546547e+00 1.5606518155e+00 -4.8527426514e-01 1.5604141327e+00
4.6596596597e+00 1.5693393537e+00 -4.8695938512e-01 1.5691008411e+00
4.6646646647e+00 1.5780634056e+00 -4.8864859836e-01 1.5778240354e+00
4.6696696697e+00 1.5868240184e+00 -4.9034191069e-01 1.5865838210e+00
4.6746746747e+00 1.5956213357e+00 -4.9203932795e-01 1.5953803039e+00
4.6796796797e+00 1.6044554730e+00 -4.9374085596e-01 1.6042135901e+00
4.6846846847e+00 1.6133265048e+00 -4.9544650057e-01 1.6130837856e+00
4.6896896897e+00 1.6222345607e+00 -4.9715626760e-01 1.6219909969e+00
4.6946946947e+00 1.6311797265e+00 -4.9887016291e-01 1.6309353304e+00
4.6996996997e+00 1.6401621372e+00 -5.0058819233e-01 1.6399168929e+00
4.7047047047e+00 1.6491818641e+00 -5.0231036171e-01 1.6489357911e+00
4.7097097097e+00 1.6582390484e+00 -5.0403667691e-01 1.6579921322e+00
4.7147147147e+00 1.6673337539e+00 -5.0576714377e-01 1.6670860232e+00
4.7197197197e+00 1.6764661538e+00 -5.0750176816e-01 1.6762175716e+00
4.7247247247e+00 1.6856363033e+00 -5.0924055593e-01 1.6853868849e+00
4.7297297297e+00 1.6948443084e+00 -5.1098351295e-01 1.6945940709e+00
4.7347347347e+00 1.7040903153e+00 -5.1273064508e-01 1.7038392373e+00
4.7397397397e+00 1.7133743950e+00 -5.1448195819e-01 1.7131224923e+00
4.7447447447e+00 1.7226966664e+00 -5.1623745814e-01 1.7224439442e+00
4.7497497497e+00 1.7320572352e+00 -5.1799715083e-01 1.7318037012e+00
4.7547547548e+00 1.7414561876e+00 -5.1976104211e-01 1.7412018720e+00
4.7597597598e+00 1.7508937266e+00 -5.2152913788e-01 1.7506385653e+00
4.7647647648e+00 1.7603698581e+00 -5.2330144401e-01 1.7601138901e+00
4.7697697698e+00 1.7698847089e+00 -5.2507796640e-01 1.7696279555e+00
4.7747747748e+00 1.7794384224e+00 -5.2685871092e-01 1.7791808706e+00
4.7797797798e+00 1.7890310947e+00 -5.2864368348e-01 1.7887727450e+00
4.7847847848e+00 1.7986628297e+00 -5.3043288997e-01 1.7984036884e+00
4.7897897898e+00 1.8083337257e+00 -5.3222633628e-01 1.8080738103e+00
4.7947947948e+00 1.8180438895e+00 -5.3402402832e-01 1.8177832209e+00
4.7997997998e+00 1.8277934910e+00 -5.3582597200e-01 1.8275320303e+00
4.8048048048e+00 1.8375825662e+00 -5.3763217321e-01 1.8373203488e+00
4.8098098098e+00 1.8474112597e+00 -5.3944263787e-01 1.8471482868e+00
4.8148148148e+00 1.8572796665e+00 -5.4125737190e-01 1.8570159550e+00
4.8198198198e+00 1.8671879082e+00 -5.4307638120e-01 1.8669234643e+00
4.8248248248e+00 1.8771361136e+00 -5.4489967170e-01 1.8768709256e+00
4.8298298298e+00 1.8871243646e+00 -5.4672724932e-01 1.8868584502e+00
4.8348348348e+00 1.8971527747e+00 -5.4855911998e-01 1.8968861493e+00
4.8398398398e+00 1.9072214656e+00 -5.5039528962e-01 1.9069541345e+00
4.8448448448e+00 1.9173305294e+00 -5.5223576416e-01 1.9170625175e+00
4.8498498498e+00 1.9274801009e+00 -5.5408054954e-01 1.9272114102e+00
4.8548548549e+00 1.9376703077e+00 -5.5592965169e-01 1.9374009247e+00
4.8598598599e+00 1.9479012119e+00 -5.5778307655e-01 1.9476311730e+00
4.8648648649e+00 1.9581729648e+00 -5.5964083007e-01 1.9579022677e+00
4.8698698699e+00 1.9684856578e+00 -5.6150291820e-01 1.9682143213e+00
4.8748748749e+00 1.9788394185e+00 -5.6336934687e-01 1.9785674466e+00
4.8798798799e+00 1.9892343353e+00 -5.6524012205e-01 1.9889617564e+00
4.8848848849e+00 1.9996705627e+00 -5.6711524968e-01 1.9993973639e+00
4.8898898899e+00 2.0101481742e+00 -5.6899473574e-01 2.0098743824e+00
4.8948948949e+00 2.0206672790e+00 -5.7087858617e-01 2.0203929251e+00
4.8998998999e+00 2.0312280379e+00 -5.7276680693e-01 2.0309531059e+00
4.9049049049e+00 2.0418305223e+00 -5.7465940401e-01 2.0415550385e+00
4.9099099099e+00 2.0524748578e+00 -5.7655638336e-01 2.0521988368e+00
4.9149149149e+00 2.0631611655e+00 -5.7845775097e-01 2.0628846150e+00
4.9199199199e+00 2.0738895372e+00 -5.8036351279e-01 2.0736124874e+00
4.9249249249e+00 2.0846601092e+00 -5.8227367482e-01 2.0843825684e+00
4.9299299299e+00 2.0954729843e+00 -5.8418824304e-01 2.0951949729e+00
4.9349349349e+00 2.1063282802e+00 -5.8610722342e-01 2.1060498155e+00
4.9399399399e+00 2.1172261016e+00 -5.8803062197e-01 2.1169472113e+00
4.9449449449e+00 2.1281665990e+00 -5.8995844466e-01 2.1278872755e+00
4.9499499499e+00 2.1391498358e+00 -5.9189069749e-01 2.1388701235e+00
4.9549549550e+00 2.1501759773e+00 -5.9382738646e-01 2.1498958708e+00
4.9599599600e+00 2.1612451092e+00 -5.9576851757e-01 2.1609646331e+00
4.9649649650e+00 2.1723573288e+00 -5.9771409681e-01 2.1720765264e+00
4.9699699700e+00 2.1835128022e+00 -5.9966413021e-01 2.1832316666e+00
4.9749749750e+00 2.1947116011e+00 -6.0161862375e-01 2.1944301700e+00
4.9799799800e+00 2.2059538353e+00 -6.0357758347e-01 2.2056721531e+00
4.9849849850e+00 2.2172397034e+00 -6.0554101536e-01 2.2169577324e+00
4.9899899900e+00 2.2285691952e+00 -6.0750892545e-01 2.2282870247e+00
4.9949949950e+00 2.2399425496e+00 -6.0948131975e-01 2.2396601470e+00
5.0000000000e+00 2.2513597899e+00 -6.1145820430e-01 2.2510772163e+00
