# S_vals,  V_ht_pi,   V_ht_pi_over4,   V_ht_pi_by4
1.3013013013e-01 -1.1817492287e+04 -1.2393154343e+04 -1.1421309719e+04
1.3033033033e-01 -1.1886745350e+04 -1.2465904865e+04 -1.1488169674e+04
1.3053053053e-01 -1.1956298190e+04 -1.2538971183e+04 -1.1555318481e+04
1.3073073073e-01 -1.2026151658e+04 -1.2612354197e+04 -1.1622756954e+04
1.3093093093e-01 -1.2096306604e+04 -1.2686054807e+04 -1.1690485912e+04
1.3113113113e-01 -1.2166763880e+04 -1.2760073914e+04 -1.1758506174e+04
1.3133133133e-01 -1.2237524340e+04 -1.2834412420e+04 -1.1826818558e+04
1.3153153153e-01 -1.2308588839e+04 -1.2909071231e+04 -1.1895423886e+04
1.3173173173e-01 -1.2379958231e+04 -1.2984051250e+04 -1.1964322980e+04
1.3193193193e-01 -1.2451633374e+04 -1.3059353385e+04 -1.2033516661e+04
1.3213213213e-01 -1.2523615125e+04 -1.3134978543e+04 -1.2103005756e+04
1.3233233233e-01 -1.2595904344e+04 -1.3210927633e+04 -1.2172791088e+04
1.3253253253e-01 -1.2668501892e+04 -1.3287201565e+04 -1.2242873484e+04
1.3273273273e-01 -1.2741408629e+04 -1.3363801251e+04 -1.2313253771e+04
1.3293293293e-01 -1.2814625419e+04 -1.3440727604e+04 -1.2383932779e+04
1.3313313313e-01 -1.2888153124e+04 -1.3517981537e+04 -1.2454911337e+04
1.3333333333e-01 -1.2961992612e+04 -1.3595563965e+04 -1.2526190276e+04
1.3353353353e-01 -1.3036144747e+04 -1.3673475806e+04 -1.2597770427e+04
1.3373373373e-01 -1.3110610397e+04 -1.3751717976e+04 -1.2669652625e+04
1.3393393393e-01 -1.3185390430e+04 -1.3830291396e+04 -1.2741837702e+04
1.3413413413e-01 -1.3260485717e+04 -1.3909196985e+04 -1.2814326495e+04
1.3433433433e-01 -1.3335897129e+04 -1.3988435664e+04 -1.2887119840e+04
1.3453453453e-01 -1.3411625537e+04 -1.4068008357e+04 -1.2960218575e+04
1.3473473473e-01 -1.3487671815e+04 -1.4147915987e+04 -1.3033623538e+04
1.3493493493e-01 -1.3564036837e+04 -1.4228159479e+04 -1.3107335570e+04
1.3513513514e-01 -1.3640721479e+04 -1.4308739761e+04 -1.3181355510e+04
1.3533533534e-01 -1.3717726618e+04 -1.4389657760e+04 -1.3255684203e+04
1.3553553554e-01 -1.3795053132e+04 -1.4470914405e+04 -1.3330322489e+04
1.3573573574e-01 -1.3872701901e+04 -1.4552510625e+04 -1.3405271215e+04
1.3593593594e-01 -1.3950673803e+04 -1.4634447354e+04 -1.3480531226e+04
1.3613613614e-01 -1.4028969722e+04 -1.4716725523e+04 -1.3556103368e+04
1.3633633634e-01 -1.4107590540e+04 -1.4799346067e+04 -1.3631988488e+04
1.3653653654e-01 -1.4186537140e+04 -1.4882309921e+04 -1.3708187437e+04
1.3673673674e-01 -1.4265810408e+04 -1.4965618021e+04 -1.3784701063e+04
1.3693693694e-01 -1.4345411230e+04 -1.5049271305e+04 -1.3861530219e+04
1.3713713714e-01 -1.4425340494e+04 -1.5133270713e+04 -1.3938675756e+04
1.3733733734e-01 -1.4505599088e+04 -1.5217617184e+04 -1.4016138527e+04
1.3753753754e-01 -1.4586187902e+04 -1.5302311661e+04 -1.4093919388e+04
1.3773773774e-01 -1.4667107827e+04 -1.5387355085e+04 -1.4172019193e+04
1.3793793794e-01 -1.4748359756e+04 -1.5472748402e+04 -1.4250438800e+04
1.3813813814e-01 -1.4829944581e+04 -1.5558492556e+04 -1.4329179067e+04
1.3833833834e-01 -1.4911863196e+04 -1.5644588493e+04 -1.4408240852e+04
1.3853853854e-01 -1.4994116499e+04 -1.5731037163e+04 -1.4487625016e+04
1.3873873874e-01 -1.5076705385e+04 -1.5817839514e+04 -1.4567332420e+04
1.3893893894e-01 -1.5159630753e+04 -1.5904996495e+04 -1.4647363926e+04
1.3913913914e-01 -1.5242893502e+04 -1.5992509060e+04 -1.4727720399e+04
1.3933933934e-01 -1.5326494533e+04 -1.6080378160e+04 -1.4808402701e+04
1.3953953954e-01 -1.5410434746e+04 -1.6168604750e+04 -1.4889411701e+04
1.3973973974e-01 -1.5494715045e+04 -1.6257189785e+04 -1.4970748263e+04
1.3993993994e-01 -1.5579336333e+04 -1.6346134222e+04 -1.5052413257e+04
1.4014014014e-01 -1.5664299517e+04 -1.6435439019e+04 -1.5134407551e+04
1.4034034034e-01 -1.5749605502e+04 -1.6525105134e+04 -1.5216732016e+04
1.4054054054e-01 -1.5835255195e+04 -1.6615133529e+04 -1.5299387524e+04
1.4074074074e-01 -1.5921249505e+04 -1.6705525164e+04 -1.5382374946e+04
1.4094094094e-01 -1.6007589343e+04 -1.6796281003e+04 -1.5465695156e+04
1.4114114114e-01 -1.6094275619e+04 -1.6887402010e+04 -1.5549349030e+04
1.4134134134e-01 -1.6181309245e+04 -1.6978889150e+04 -1.5633337443e+04
1.4154154154e-01 -1.6268691135e+04 -1.7070743389e+04 -1.5717661272e+04
1.4174174174e-01 -1.6356422203e+04 -1.7162965697e+04 -1.5802321395e+04
1.4194194194e-01 -1.6444503365e+04 -1.7255557041e+04 -1.5887318692e+04
1.4214214214e-01 -1.6532935538e+04 -1.7348518393e+04 -1.5972654043e+04
1.4234234234e-01 -1.6621719640e+04 -1.7441850724e+04 -1.6058328330e+04
1.4254254254e-01 -1.6710856590e+04 -1.7535555006e+04 -1.6144342435e+04
1.4274274274e-01 -1.6800347310e+04 -1.7629632215e+04 -1.6230697242e+04
1.4294294294e-01 -1.6890192719e+04 -1.7724083325e+04 -1.6317393636e+04
1.4314314314e-01 -1.6980393742e+04 -1.7818909313e+04 -1.6404432503e+04
1.4334334334e-01 -1.7070951301e+04 -1.7914111157e+04 -1.6491814731e+04
1.4354354354e-01 -1.7161866323e+04 -1.8009689837e+04 -1.6579541207e+04
1.4374374374e-01 -1.7253139734e+04 -1.8105646332e+04 -1.6667612822e+04
1.4394394394e-01 -1.7344772461e+04 -1.8201981625e+04 -1.6756030465e+04
1.4414414414e-01 -1.7436765433e+04 -1.8298696698e+04 -1.6844795028e+04
1.4434434434e-01 -1.7529119580e+04 -1.8395792536e+04 -1.6933907404e+04
1.4454454454e-01 -1.7621835832e+04 -1.8493270124e+04 -1.7023368488e+04
1.4474474474e-01 -1.7714915122e+04 -1.8591130448e+04 -1.7113179174e+04
1.4494494494e-01 -1.7808358384e+04 -1.8689374498e+04 -1.7203340358e+04
1.4514514515e-01 -1.7902166552e+04 -1.8788003261e+04 -1.7293852938e+04
1.4534534535e-01 -1.7996340561e+04 -1.8887017729e+04 -1.7384717812e+04
1.4554554555e-01 -1.8090881350e+04 -1.8986418893e+04 -1.7475935879e+04
1.4574574575e-01 -1.8185789855e+04 -1.9086207746e+04 -1.7567508041e+04
1.4594594595e-01 -1.8281067016e+04 -1.9186385282e+04 -1.7659435200e+04
1.4614614615e-01 -1.8376713774e+04 -1.9286952497e+04 -1.7751718257e+04
1.4634634635e-01 -1.8472731071e+04 -1.9387910388e+04 -1.7844358118e+04
1.4654654655e-01 -1.8569119848e+04 -1.9489259953e+04 -1.7937355687e+04
1.4674674675e-01 -1.8665881051e+04 -1.9591002190e+04 -1.8030711872e+04
1.4694694695e-01 -1.8763015623e+04 -1.9693138101e+04 -1.8124427578e+04
1.4714714715e-01 -1.8860524513e+04 -1.9795668687e+04 -1.8218503715e+04
1.4734734735e-01 -1.8958408667e+04 -1.9898594951e+04 -1.8312941193e+04
1.4754754755e-01 -1.9056669034e+04 -2.0001917898e+04 -1.8407740923e+04
1.4774774775e-01 -1.9155306563e+04 -2.0105638532e+04 -1.8502903816e+04
1.4794794795e-01 -1.9254322207e+04 -2.0209757861e+04 -1.8598430785e+04
1.4814814815e-01 -1.9353716917e+04 -2.0314276894e+04 -1.8694322745e+04
1.4834834835e-01 -1.9453491647e+04 -2.0419196638e+04 -1.8790580611e+04
1.4854854855e-01 -1.9553647350e+04 -2.0524518105e+04 -1.8887205300e+04
1.4874874875e-01 -1.9654184984e+04 -2.0630242306e+04 -1.8984197729e+04
1.4894894895e-01 -1.9755105505e+04 -2.0736370254e+04 -1.9081558817e+04
1.4914914915e-01 -1.9856409872e+04 -2.0842902965e+04 -1.9179289483e+04
1.4934934935e-01 -1.9958099042e+04 -2.0949841453e+04 -1.9277390649e+04
1.4954954955e-01 -2.0060173978e+04 -2.1057186735e+04 -1.9375863237e+04
1.4974974975e-01 -2.0162635641e+04 -2.1164939829e+04 -1.9474708171e+04
1.4994994995e-01 -2.0265484993e+04 -2.1273101755e+04 -1.9573926373e+04
1.5015015015e-01 -2.0368722999e+04 -2.1381673532e+04 -1.9673518771e+04
1.5035035035e-01 -2.0472350623e+04 -2.1490656184e+04 -1.9773486289e+04
1.5055055055e-01 -2.0576368833e+04 -2.1600050733e+04 -1.9873829858e+04
1.5075075075e-01 -2.0680778596e+04 -2.1709858203e+04 -1.9974550404e+04
1.5095095095e-01 -2.0785580881e+04 -2.1820079620e+04 -2.0075648858e+04
1.5115115115e-01 -2.0890776657e+04 -2.1930716011e+04 -2.0177126152e+04
1.5135135135e-01 -2.0996366895e+04 -2.2041768404e+04 -2.0278983217e+04
1.5155155155e-01 -2.1102352569e+04 -2.2153237828e+04 -2.0381220987e+04
1.5175175175e-01 -2.1208734651e+04 -2.2265125314e+04 -2.0483840396e+04
1.5195195195e-01 -2.1315514116e+04 -2.2377431894e+04 -2.0586842381e+04
1.5215215215e-01 -2.1422691940e+04 -2.2490158600e+04 -2.0690227876e+04
1.5235235235e-01 -2.1530269100e+04 -2.2603306468e+04 -2.0793997822e+04
1.5255255255e-01 -2.1638246574e+04 -2.2716876533e+04 -2.0898153156e+04
1.5275275275e-01 -2.1746625341e+04 -2.2830869831e+04 -2.1002694819e+04
1.5295295295e-01 -2.1855406383e+04 -2.2945287401e+04 -2.1107623752e+04
1.5315315315e-01 -2.1964590680e+04 -2.3060130283e+04 -2.1212940897e+04
1.5335335335e-01 -2.2074179216e+04 -2.3175399516e+04 -2.1318647198e+04
1.5355355355e-01 -2.2184172974e+04 -2.3291096143e+04 -2.1424743599e+04
1.5375375375e-01 -2.2294572941e+04 -2.3407221208e+04 -2.1531231047e+04
1.5395395395e-01 -2.2405380101e+04 -2.3523775753e+04 -2.1638110488e+04
1.5415415415e-01 -2.2516595444e+04 -2.3640760825e+04 -2.1745382870e+04
1.5435435435e-01 -2.2628219958e+04 -2.3758177472e+04 -2.1853049142e+04
1.5455455455e-01 -2.2740254632e+04 -2.3876026740e+04 -2.1961110255e+04
1.5475475475e-01 -2.2852700458e+04 -2.3994309680e+04 -2.2069567160e+04
1.5495495495e-01 -2.2965558428e+04 -2.4113027343e+04 -2.2178420809e+04
1.5515515516e-01 -2.3078829536e+04 -2.4232180779e+04 -2.2287672157e+04
1.5535535536e-01 -2.3192514777e+04 -2.4351771042e+04 -2.2397322157e+04
1.5555555556e-01 -2.3306615145e+04 -2.4471799188e+04 -2.2507371766e+04
1.5575575576e-01 -2.3421131639e+04 -2.4592266271e+04 -2.2617821941e+04
1.5595595596e-01 -2.3536065257e+04 -2.4713173348e+04 -2.2728673640e+04
1.5615615616e-01 -2.3651416997e+04 -2.4834521477e+04 -2.2839927822e+04
1.5635635636e-01 -2.3767187861e+04 -2.4956311719e+04 -2.2951585448e+04
1.5655655656e-01 -2.3883378850e+04 -2.5078545134e+04 -2.3063647479e+04
1.5675675676e-01 -2.3999990967e+04 -2.5201222783e+04 -2.3176114878e+04
1.5695695696e-01 -2.4117025216e+04 -2.5324345730e+04 -2.3288988608e+04
1.5715715716e-01 -2.4234482603e+04 -2.5447915039e+04 -2.3402269635e+04
1.5735735736e-01 -2.4352364134e+04 -2.5571931777e+04 -2.3515958925e+04
1.5755755756e-01 -2.4470670817e+04 -2.5696397010e+04 -2.3630057444e+04
1.5775775776e-01 -2.4589403660e+04 -2.5821311806e+04 -2.3744566161e+04
1.5795795796e-01 -2.4708563673e+04 -2.5946677235e+04 -2.3859486046e+04
1.5815815816e-01 -2.4828151868e+04 -2.6072494367e+04 -2.3974818069e+04
1.5835835836e-01 -2.4948169257e+04 -2.6198764275e+04 -2.4090563201e+04
1.5855855856e-01 -2.5068616853e+04 -2.6325488032e+04 -2.4206722416e+04
1.5875875876e-01 -2.5189495672e+04 -2.6452666712e+04 -2.4323296687e+04
1.5895895896e-01 -2.5310806729e+04 -2.6580301391e+04 -2.4440286990e+04
1.5915915916e-01 -2.5432551041e+04 -2.6708393146e+04 -2.4557694300e+04
1.5935935936e-01 -2.5554729626e+04 -2.6836943056e+04 -2.4675519595e+04
1.5955955956e-01 -2.5677343504e+04 -2.6965952200e+04 -2.4793763853e+04
1.5975975976e-01 -2.5800393696e+04 -2.7095421658e+04 -2.4912428054e+04
1.5995995996e-01 -2.5923881223e+04 -2.7225352512e+04 -2.5031513179e+04
1.6016016016e-01 -2.6047807108e+04 -2.7355745847e+04 -2.5151020209e+04
1.6036036036e-01 -2.6172172375e+04 -2.7486602746e+04 -2.5270950127e+04
1.6056056056e-01 -2.6296978050e+04 -2.7617924296e+04 -2.5391303918e+04
1.6076076076e-01 -2.6422225159e+04 -2.7749711583e+04 -2.5512082566e+04
1.6096096096e-01 -2.6547914730e+04 -2.7881965695e+04 -2.5633287058e+04
1.6116116116e-01 -2.6674047792e+04 -2.8014687723e+04 -2.5754918382e+04
1.6136136136e-01 -2.6800625374e+04 -2.8147878757e+04 -2.5876977525e+04
1.6156156156e-01 -2.6927648508e+04 -2.8281539888e+04 -2.5999465478e+04
1.6176176176e-01 -2.7055118226e+04 -2.8415672212e+04 -2.6122383231e+04
1.6196196196e-01 -2.7183035562e+04 -2.8550276821e+04 -2.6245731776e+04
1.6216216216e-01 -2.7311401551e+04 -2.8685354811e+04 -2.6369512107e+04
1.6236236236e-01 -2.7440217228e+04 -2.8820907281e+04 -2.6493725217e+04
1.6256256256e-01 -2.7569483631e+04 -2.8956935328e+04 -2.6618372102e+04
1.6276276276e-01 -2.7699201798e+04 -2.9093440052e+04 -2.6743453759e+04
1.6296296296e-01 -2.7829372768e+04 -2.9230422553e+04 -2.6868971184e+04
1.6316316316e-01 -2.7959997582e+04 -2.9367883934e+04 -2.6994925377e+04
1.6336336336e-01 -2.8091077281e+04 -2.9505825298e+04 -2.7121317337e+04
1.6356356356e-01 -2.8222612910e+04 -2.9644247749e+04 -2.7248148066e+04
1.6376376376e-01 -2.8354605511e+04 -2.9783152395e+04 -2.7375418566e+04
1.6396396396e-01 -2.8487056131e+04 -2.9922540340e+04 -2.7503129839e+04
1.6416416416e-01 -2.8619965815e+04 -3.0062412695e+04 -2.7631282890e+04
1.6436436436e-01 -2.8753335612e+04 -3.0202770569e+04 -2.7759878724e+04
1.6456456456e-01 -2.8887166570e+04 -3.0343615072e+04 -2.7888918349e+04
1.6476476476e-01 -2.9021459740e+04 -3.0484947316e+04 -2.8018402771e+04
1.6496496496e-01 -2.9156216172e+04 -3.0626768416e+04 -2.8148333000e+04
1.6516516517e-01 -2.9291436920e+04 -3.0769079485e+04 -2.8278710045e+04
1.6536536537e-01 -2.9427123036e+04 -3.0911881640e+04 -2.8409534919e+04
1.6556556557e-01 -2.9563275575e+04 -3.1055175997e+04 -2.8540808632e+04
1.6576576577e-01 -2.9699895594e+04 -3.1198963675e+04 -2.8672532198e+04
1.6596596597e-01 -2.9836984149e+04 -3.1343245795e+04 -2.8804706632e+04
1.6616616617e-01 -2.9974542299e+04 -3.1488023476e+04 -2.8937332950e+04
1.6636636637e-01 -3.0112571104e+04 -3.1633297840e+04 -2.9070412167e+04
1.6656656657e-01 -3.0251071623e+04 -3.1779070012e+04 -2.9203945302e+04
1.6676676677e-01 -3.0390044920e+04 -3.1925341116e+04 -2.9337933375e+04
1.6696696697e-01 -3.0529492056e+04 -3.2072112277e+04 -2.9472377404e+04
1.6716716717e-01 -3.0669414096e+04 -3.2219384624e+04 -2.9607278411e+04
1.6736736737e-01 -3.0809812106e+04 -3.2367159284e+04 -2.9742637419e+04
1.6756756757e-01 -3.0950687151e+04 -3.2515437387e+04 -2.9878455451e+04
1.6776776777e-01 -3.1092040300e+04 -3.2664220064e+04 -3.0014733532e+04
1.6796796797e-01 -3.1233872622e+04 -3.2813508448e+04 -3.0151472687e+04
1.6816816817e-01 -3.1376185187e+04 -3.2963303671e+04 -3.0288673943e+04
1.6836836837e-01 -3.1518979065e+04 -3.3113606868e+04 -3.0426338329e+04
1.6856856857e-01 -3.1662255330e+04 -3.3264419176e+04 -3.0564466872e+04
1.6876876877e-01 -3.1806015055e+04 -3.3415741731e+04 -3.0703060605e+04
1.6896896897e-01 -3.1950259315e+04 -3.3567575673e+04 -3.0842120557e+04
1.6916916917e-01 -3.2094989185e+04 -3.3719922140e+04 -3.0981647762e+04
1.6936936937e-01 -3.2240205744e+04 -3.3872782274e+04 -3.1121643253e+04
1.6956956957e-01 -3.2385910069e+04 -3.4026157217e+04 -3.1262108065e+04
1.6976976977e-01 -3.2532103239e+04 -3.4180048112e+04 -3.1403043234e+04
1.6996996997e-01 -3.2678786336e+04 -3.4334456105e+04 -3.1544449796e+04
1.7017017017e-01 -3.2825960442e+04 -3.4489382340e+04 -3.1686328790e+04
1.7037037037e-01 -3.2973626639e+04 -3.4644827966e+04 -3.1828681255e+04
1.7057057057e-01 -3.3121786012e+04 -3.4800794131e+04 -3.1971508232e+04
1.7077077077e-01 -3.3270439646e+04 -3.4957281985e+04 -3.2114810761e+04
1.7097097097e-01 -3.3419588627e+04 -3.5114292678e+04 -3.2258589887e+04
1.7117117117e-01 -3.3569234044e+04 -3.5271827363e+04 -3.2402846651e+04
1.7137137137e-01 -3.3719376985e+04 -3.5429887194e+04 -3.2547582100e+04
1.7157157157e-01 -3.3870018541e+04 -3.5588473325e+04 -3.2692797279e+04
1.7177177177e-01 -3.4021159802e+04 -3.5747586912e+04 -3.2838493236e+04
1.7197197197e-01 -3.4172801862e+04 -3.5907229113e+04 -3.2984671018e+04
1.7217217217e-01 -3.4324945814e+04 -3.6067401086e+04 -3.3131331675e+04
1.7237237237e-01 -3.4477592752e+04 -3.6228103990e+04 -3.3278476258e+04
1.7257257257e-01 -3.4630743773e+04 -3.6389338988e+04 -3.3426105818e+04
1.7277277277e-01 -3.4784399974e+04 -3.6551107240e+04 -3.3574221408e+04
1.7297297297e-01 -3.4938562454e+04 -3.6713409912e+04 -3.3722824082e+04
1.7317317317e-01 -3.5093232311e+04 -3.6876248166e+04 -3.3871914894e+04
1.7337337337e-01 -3.5248410647e+04 -3.7039623171e+04 -3.4021494902e+04
1.7357357357e-01 -3.5404098564e+04 -3.7203536092e+04 -3.4171565162e+04
1.7377377377e-01 -3.5560297164e+04 -3.7367988099e+04 -3.4322126733e+04
1.7397397397e-01 -3.5717007551e+04 -3.7532980361e+04 -3.4473180674e+04
1.7417417417e-01 -3.5874230832e+04 -3.7698514050e+04 -3.4624728046e+04
1.7437437437e-01 -3.6031968113e+04 -3.7864590337e+04 -3.4776769911e+04
1.7457457457e-01 -3.6190220502e+04 -3.8031210396e+04 -3.4929307332e+04
1.7477477477e-01 -3.6348989107e+04 -3.8198375403e+04 -3.5082341372e+04
1.7497497497e-01 -3.6508275039e+04 -3.8366086532e+04 -3.5235873096e+04
1.7517517518e-01 -3.6668079410e+04 -3.8534344962e+04 -3.5389903572e+04
1.7537537538e-01 -3.6828403331e+04 -3.8703151872e+04 -3.5544433867e+04
1.7557557558e-01 -3.6989247916e+04 -3.8872508440e+04 -3.5699465048e+04
1.7577577578e-01 -3.7150614280e+04 -3.9042415848e+04 -3.5854998186e+04
1.7597597598e-01 -3.7312503540e+04 -3.9212875279e+04 -3.6011034352e+04
1.7617617618e-01 -3.7474916812e+04 -3.9383887916e+04 -3.6167574617e+04
1.7637637638e-01 -3.7637855215e+04 -3.9555454944e+04 -3.6324620055e+04
1.7657657658e-01 -3.7801319868e+04 -3.9727577549e+04 -3.6482171739e+04
1.7677677678e-01 -3.7965311893e+04 -3.9900256918e+04 -3.6640230745e+04
1.7697697698e-01 -3.8129832410e+04 -4.0073494241e+04 -3.6798798150e+04
1.7717717718e-01 -3.8294882544e+04 -4.0247290706e+04 -3.6957875030e+04
1.7737737738e-01 -3.8460463419e+04 -4.0421647505e+04 -3.7117462465e+04
1.7757757758e-01 -3.8626576159e+04 -4.0596565831e+04 -3.7277561534e+04
1.7777777778e-01 -3.8793221892e+04 -4.0772046878e+04 -3.7438173319e+04
1.7797797798e-01 -3.8960401745e+04 -4.0948091839e+04 -3.7599298901e+04
1.7817817818e-01 -3.9128116848e+04 -4.1124701911e+04 -3.7760939364e+04
1.7837837838e-01 -3.9296368331e+04 -4.1301878292e+04 -3.7923095792e+04
1.7857857858e-01 -3.9465157324e+04 -4.1479622180e+04 -3.8085769270e+04
1.7877877878e-01 -3.9634484961e+04 -4.1657934775e+04 -3.8248960884e+04
1.7897897898e-01 -3.9804352376e+04 -4.1836817279e+04 -3.8412671724e+04
1.7917917918e-01 -3.9974760702e+04 -4.2016270894e+04 -3.8576902876e+04
1.7937937938e-01 -4.0145711077e+04 -4.2196296823e+04 -3.8741655432e+04
1.7957957958e-01 -4.0317204637e+04 -4.2376896271e+04 -3.8906930483e+04
1.7977977978e-01 -4.0489242521e+04 -4.2558070445e+04 -3.9072729120e+04
1.7997997998e-01 -4.0661825869e+04 -4.2739820552e+04 -3.9239052437e+04
1.8018018018e-01 -4.0834955821e+04 -4.2922147801e+04 -3.9405901528e+04
1.8038038038e-01 -4.1008633519e+04 -4.3105053402e+04 -3.9573277489e+04
1.8058058058e-01 -4.1182860106e+04 -4.3288538565e+04 -3.9741181417e+04
1.8078078078e-01 -4.1357636728e+04 -4.3472604504e+04 -3.9909614409e+04
1.8098098098e-01 -4.1532964528e+04 -4.3657252432e+04 -4.0078577565e+04
1.8118118118e-01 -4.1708844655e+04 -4.3842483564e+04 -4.0248071984e+04
1.8138138138e-01 -4.1885278255e+04 -4.4028299116e+04 -4.0418098768e+04
1.8158158158e-01 -4.2062266478e+04 -4.4214700306e+04 -4.0588659019e+04
1.8178178178e-01 -4.2239810474e+04 -4.4401688352e+04 -4.0759753840e+04
1.8198198198e-01 -4.2417911394e+04 -4.4589264475e+04 -4.0931384337e+04
1.8218218218e-01 -4.2596570391e+04 -4.4777429895e+04 -4.1103551614e+04
1.8238238238e-01 -4.2775788619e+04 -4.4966185836e+04 -4.1276256779e+04
1.8258258258e-01 -4.2955567233e+04 -4.5155533521e+04 -4.1449500939e+04
1.8278278278e-01 -4.3135907388e+04 -4.5345474174e+04 -4.1623285205e+04
1.8298298298e-01 -4.3316810242e+04 -4.5536009023e+04 -4.1797610685e+04
1.8318318318e-01 -4.3498276954e+04 -4.5727139294e+04 -4.1972478491e+04
1.8338338338e-01 -4.3680308683e+04 -4.5918866217e+04 -4.2147889736e+04
1.8358358358e-01 -4.3862906590e+04 -4.6111191022e+04 -4.2323845533e+04
1.8378378378e-01 -4.4046071837e+04 -4.6304114939e+04 -4.2500346997e+04
1.8398398398e-01 -4.4229805587e+04 -4.6497639202e+04 -4.2677395245e+04
1.8418418418e-01 -4.4414109004e+04 -4.6691765043e+04 -4.2854991392e+04
1.8438438438e-01 -4.4598983254e+04 -4.6886493699e+04 -4.3033136557e+04
1.8458458458e-01 -4.4784429504e+04 -4.7081826405e+04 -4.3211831859e+04
1.8478478478e-01 -4.4970448922e+04 -4.7277764399e+04 -4.3391078419e+04
1.8498498498e-01 -4.5157042676e+04 -4.7474308920e+04 -4.3570877357e+04
1.8518518519e-01 -4.5344211937e+04 -4.7671461207e+04 -4.3751229798e+04
1.8538538539e-01 -4.5531957877e+04 -4.7869222503e+04 -4.3932136863e+04
1.8558558559e-01 -4.5720281667e+04 -4.8067594049e+04 -4.4113599679e+04
1.8578578579e-01 -4.5909184482e+04 -4.8266577090e+04 -4.4295619372e+04
1.8598598599e-01 -4.6098667496e+04 -4.8466172870e+04 -4.4478197067e+04
1.8618618619e-01 -4.6288731887e+04 -4.8666382636e+04 -4.4661333894e+04
1.8638638639e-01 -4.6479378830e+04 -4.8867207636e+04 -4.4845030982e+04
1.8658658659e-01 -4.6670609505e+04 -4.9068649118e+04 -4.5029289462e+04
1.8678678679e-01 -4.6862425092e+04 -4.9270708332e+04 -4.5214110464e+04
1.8698698699e-01 -4.7054826770e+04 -4.9473386530e+04 -4.5399495122e+04
1.8718718719e-01 -4.7247815722e+04 -4.9676684964e+04 -4.5585444570e+04
1.8738738739e-01 -4.7441393132e+04 -4.9880604889e+04 -4.5771959943e+04
1.8758758759e-01 -4.7635560183e+04 -5.0085147558e+04 -4.5959042376e+04
1.8778778779e-01 -4.7830318062e+04 -5.0290314229e+04 -4.6146693008e+04
1.8798798799e-01 -4.8025667955e+04 -5.0496106160e+04 -4.6334912975e+04
1.8818818819e-01 -4.8221611050e+04 -5.0702524608e+04 -4.6523703419e+04
1.8838838839e-01 -4.8418148535e+04 -5.0909570835e+04 -4.6713065479e+04
1.8858858859e-01 -4.8615281602e+04 -5.1117246101e+04 -4.6903000298e+04
1.8878878879e-01 -4.8813011442e+04 -5.1325551669e+04 -4.7093509018e+04
1.8898898899e-01 -4.9011339247e+04 -5.1534488803e+04 -4.7284592783e+04
1.8918918919e-01 -4.9210266211e+04 -5.1744058769e+04 -4.7476252738e+04
1.8938938939e-01 -4.9409793529e+04 -5.1954262832e+04 -4.7668490030e+04
1.8958958959e-01 -4.9609922398e+04 -5.2165102261e+04 -4.7861305806e+04
1.8978978979e-01 -4.9810654014e+04 -5.2376578323e+04 -4.8054701214e+04
1.8998998999e-01 -5.0011989577e+04 -5.2588692290e+04 -4.8248677405e+04
1.9019019019e-01 -5.0213930285e+04 -5.2801445432e+04 -4.8443235528e+04
1.9039039039e-01 -5.0416477340e+04 -5.3014839023e+04 -4.8638376737e+04
1.9059059059e-01 -5.0619631944e+04 -5.3228874336e+04 -4.8834102183e+04
1.9079079079e-01 -5.0823395300e+04 -5.3443552647e+04 -4.9030413021e+04
1.9099099099e-01 -5.1027768613e+04 -5.3658875231e+04 -4.9227310406e+04
1.9119119119e-01 -5.1232753087e+04 -5.3874843367e+04 -4.9424795495e+04
1.9139139139e-01 -5.1438349931e+04 -5.4091458333e+04 -4.9622869445e+04
1.9159159159e-01 -5.1644560351e+04 -5.4308721410e+04 -4.9821533415e+04
1.9179179179e-01 -5.1851385557e+04 -5.4526633879e+04 -5.0020788565e+04
1.9199199199e-01 -5.2058826759e+04 -5.4745197023e+04 -5.0220636055e+04
1.9219219219e-01 -5.2266885169e+04 -5.4964412125e+04 -5.0421077048e+04
1.9239239239e-01 -5.2475561999e+04 -5.5184280471e+04 -5.0622112706e+04
1.9259259259e-01 -5.2684858464e+04 -5.5404803348e+04 -5.0823744194e+04
1.9279279279e-01 -5.2894775777e+04 -5.5625982043e+04 -5.1025972678e+04
1.9299299299e-01 -5.3105315156e+04 -5.5847817845e+04 -5.1228799324e+04
1.9319319319e-01 -5.3316477818e+04 -5.6070312044e+04 -5.1432225299e+04
1.9339339339e-01 -5.3528264981e+04 -5.6293465932e+04 -5.1636251773e+04
1.9359359359e-01 -5.3740677866e+04 -5.6517280801e+04 -5.1840879915e+04
1.9379379379e-01 -5.3953717692e+04 -5.6741757946e+04 -5.2046110896e+04
1.9399399399e-01 -5.4167385682e+04 -5.6966898661e+04 -5.2251945889e+04
1.9419419419e-01 -5.4381683060e+04 -5.7192704243e+04 -5.2458386067e+04
1.9439439439e-01 -5.4596611049e+04 -5.7419175991e+04 -5.2665432604e+04
1.9459459459e-01 -5.4812170876e+04 -5.7646315202e+04 -5.2873086676e+04
1.9479479479e-01 -5.5028363767e+04 -5.7874123178e+04 -5.3081349459e+04
